tender_no,source_files,folder_path
GEM/2026/B/7399830,"[""1776491723267_22890_ATC_61aad857-2d24-49bd-85741774693440312_apo.docx"", ""1776491723274_GeM-Bidding-9172762.pdf""]",tender-documents
GEM/2026/B/7402039,"[""1776406513461_GeM-Bidding-9175481__1_.pdf""]",tender-documents
GEM/2026/B/7402661,"[""1777966650645_1774863793__1_.pdf"", ""1777966650767_4a-draft_rdp_2026-03-30-14-55-28_775a9134540f75d5a.pdf"", ""1777966650803_GeM-Bidding-9176237.pdf"", ""1777966650818_98765_ffe1859b-2b4e-4bff-993f1774864688040_comklog.pdf""]",tender-documents
GEM/2026/B/7403698,"[""1774939089850_specification_2026-03-30-17-55-31_aba181e3be637df6.pdf"", ""1774939089891_GeM-Bidding-9177430.pdf""]",tender-documents
GEM/2026/B/7404067,"[""1775024912857_GeM-Bidding-9177867.pdf""]",tender-documents
GEM/2026/B/7404362,"[""1775200331140_ATC_7aa016a9-56f3-40e7-b2e81775104681145_SCM01__1_.pdf"", ""1775200331375_1775026847.xlsx"", ""1775200331378_GeM-Bidding-9178193.pdf""]",tender-documents
GEM/2026/B/7404959,"[""1778319477524_GeM-Bidding-9178850__1_.pdf""]",tender-documents
GEM/2026/B/7405088,"[""1775199393910_41_Tender_36acc70a-7f16-4f3d-9db21774950465443_buy.pdf"", ""1775199394307_1774949295.pdf"", ""1775199394570_39_specs_2026-03-31-11-52-51_be3b3ce7a772e18c94618.pdf"", ""1775199394705_1774949575.pdf"", ""1775199394710_GeM-Bidding-9178998.pdf""]",tender-documents
GEM/2026/B/7405355,"[""1780469689977_epbg.pdf"", ""1780469690094_GeM-Bidding-9179285__1_.pdf"", ""1780469690173_Intergrity_Pact.pdf""]",tender-documents
GEM/2026/B/7405642,"[""1775028776500_GeM-Bidding-9179595.pdf""]",tender-documents
GEM/2026/B/7406015,"[""1775028415567_ATCUPS_041f3fef-954f-49e1-8af11774970976317_FLC_MK.docx"", ""1775028415570_GeM-Bidding-9180003.pdf""]",tender-documents
GEM/2026/B/7406421,"[""1775203133116_GeM-Bidding-9180485.pdf""]",tender-documents
GEM/2026/B/7406717,"[""1775111789565_1775024487.pdf"", ""1775111790207_1775024380.pdf"", ""1775111790673_scope_of_work_2026-04-01-11-30-19_46dc8354b34de748.pdf"", ""1775111790788_GeM-Bidding-9180819.pdf""]",tender-documents
GEM/2026/B/7408092,"[""1780999734593_GeM-Bidding-9182339__3_.pdf""]",tender-documents
GEM/2026/B/7408680,"[""1775803483714_ts_2026-04-01-17-06-05_3793e15818e2090f9512da0d2a1.pdf"", ""1775803483736_199632727__3_.pdf""]",tender-documents
GEM/2026/B/7408997,"[""1775803890331_84331upl_8aed0a4d-6926-48dc-ba521775735461756_rrsu.docx"", ""1775803890334_GeM-Bidding-9183327.pdf""]",tender-documents
GEM/2026/B/7409200,"[""1775201194764_boq_ord_2026-04-01-20-34-11_ede892b8d811a826d3d3c9.pdf"", ""1775201194791_GeM-Bidding-9183557__1_.pdf""]",tender-documents
GEM/2026/B/7409520,"[""1778050887304_24v61c006_specs_2026-04-01-11-52-54_2f957650ff6f8c.pdf"", ""1778050887330_GeM-Bidding-9183914.pdf""]",tender-documents
GEM/2026/B/7409673,"[""1775542099896_1775474653.pdf"", ""1775542099971_GeM-Bidding-9184086.pdf""]",tender-documents
GEM/2026/B/7409946,"[""1775456042642_ATC_0ad7a67f-e526-489a-b8d31775117007542_NOIDA11.pdf"", ""1775456042722_specification_2026-04-02-11-16-35_747502388ac6db58.pdf"", ""1775456042750_GeM-Bidding-9184388.pdf""]",tender-documents
GEM/2026/B/7410054,"[""1775456589850_ATCNEW_9656af3c-80e7-48d4-a4491775110919287_oichq.pdf"", ""1775456589870_tech_spech_boq_01__2026-04-02-11-30-34_8c1880877bf.pdf"", ""1775456589888_GeM-Bidding-9184508__1_.pdf""]",tender-documents
GEM/2026/B/7410181,"[""1778322847286_SOR_f5f50d63-f231-4e85-a5021776669184800_COM_8WG.pdf"", ""1778322847315_GeM-Bidding-9184648__2_.pdf""]",tender-documents
GEM/2026/B/7410217,"[""1776754153029_ATC3_5e75ba3e-e6d4-4d59-b1811775111517316_depot_of.pdf"", ""1776754153212_GeM-Bidding-9184689.pdf""]",tender-documents
GEM/2026/B/7411591,"[""1775201296238_GeM-Bidding-9186228__1_.pdf""]",tender-documents
GEM/2026/B/7414821,"[""1775891549026_GeM-Bidding-9189927__1_.pdf""]",tender-documents
GEM/2026/B/7415021,"[""1776062392450_Terms_40200393-026c-47fc-b1d11775297860429_buyer69.pdf"", ""1776062392496_GeM-Bidding-9190162.pdf""]",tender-documents
GEM/2026/B/7415066,"[""1776084944750_GeM-Bidding-9190209.pdf""]",tender-documents
GEM/2026/B/7416578,"[""1780053608122_GeM-Bidding-9192043.pdf"", ""1780554897577_ATC_56fc12d4-9d60-4de8-a7cf1777264691469_slomissa.pdf""]",tender-documents
GEM/2026/B/7416787,"[""1778480878005_GeM-Bidding-9192291.pdf""]",tender-documents
GEM/2026/B/7416872,"[""1775545221869_GeM-Bidding-9192394.pdf""]",tender-documents
GEM/2026/B/7417358,"[""1776061412481_ATC_8945b38e-6d6a-40dd-88051775467744352_harishank.pdf"", ""1776061412953_scope_of_job_2026-04-06-14-40-39_059c8b409265e8a01.pdf"", ""1776061413293_GeM-Bidding-9192951.pdf""]",tender-documents
GEM/2026/B/7418230,"[""1775544095064_GeM-Bidding-9193919.pdf""]",tender-documents
GEM/2026/B/7418391,"[""1777285952552_GeM-Bidding-9194094.pdf""]",tender-documents
GEM/2026/B/7418510,"[""1779348840165_merged_tech_spec_2026-04-06-17-09-30_79d95ee988d84.pdf"", ""1779348840233_GeM-Bidding-9194233__1_.pdf""]",tender-documents
GEM/2026/B/7418614,"[""1775545085935_artex_2026-04-06-17-23-01_da413b8f1209e6fbfb05ee90.pdf"", ""1775545085941_GeM-Bidding-9194354.pdf""]",tender-documents
GEM/2026/B/7418781,"[""1775544854654_GeM-Bidding-9194548.pdf""]",tender-documents
GEM/2026/B/7419209,"[""1780046504291_GeM-Bidding-9195029.pdf""]",tender-documents
GEM/2026/B/7419568,"[""1776241697603_GeM-Bidding-9195472.pdf""]",tender-documents
GEM/2026/B/7419947,"[""1780046682041_GeM-Bidding-9195897.pdf""]",tender-documents
GEM/2026/B/7420130,"[""1778496983534_GeM-Bidding-9196104.pdf""]",tender-documents
GEM/2026/B/7420300,"[""1778912260141_DATC_982a096c-2d82-47e2-b11b1778849164865_ashutosh.pdf"", ""1778912260682_GeM-Bidding-9196298.pdf""]",tender-documents
GEM/2026/B/7421085,"[""1780643938358_TECH_SPECS_a14dafa7-67db-4740-a4641780309857105_bu.pdf"", ""1780643938493_GeM-Bidding-9197149.pdf""]",tender-documents
GEM/2026/B/7421483,"[""1775715193179_docs_1ccc7384-7e70-4e4b-bc681775640919154_ONGCMUMR.pdf"", ""1775715193517_1775639914.pdf"", ""1775715193556_GeM-Bidding-9197567.pdf""]",tender-documents
GEM/2026/B/7421553,"[""1775889027138_excel_of_item_no-10_2026-04-07-16-10-46_30e3e162b2.xlsx"", ""1775889027144_GeM-Bidding-9197642.pdf""]",tender-documents
GEM/2026/B/7421686,"[""1775717861535_GeM-Bidding-9197783.pdf""]",tender-documents
GEM/2026/B/7421885,,tender-documents
GEM/2026/B/7423047,"[""1775717056815_battery_2026-04-08-09-47-24_910852305f66ee461e86cb.pdf"", ""1775717057523_GeM-Bidding-9199270.pdf""]",tender-documents
GEM/2026/B/7423294,"[""1776491385769_22319_ts_2026-04-08-10-32-28_a9d21229515ea17566a67.pdf"", ""1776491385891_GeM-Bidding-9199544.pdf""]",tender-documents
GEM/2026/B/7423578,"[""1775716926435_RFQ11938_4ba85e7b-355e-4f94-9d4e1775627765125_renu.docx"", ""1775716926437_GeM-Bidding-9199844__1_.pdf"", ""1775716943147_item_specification_2026-04-07-17-04-56_79adf559dd2.pdf""]",tender-documents
GEM/2026/B/7423703,"[""1775887320952_ts_2026-04-08-11-23-14_473b7bbd19582a85a252d2323e2.pdf"", ""1775887320964_GeM-Bidding-9199979.pdf"", ""1776920491158_1775627889__2_.pdf"", ""1776920491210_1775627851__5_.pdf"", ""1776920491230_1775627831__2_.pdf""]",tender-documents
GEM/2026/B/7424404,"[""1775889731298_tech_spec_2026-04-08-12-46-23_8114af1658337875c45d.pdf"", ""1775889731315_GeM-Bidding-9200746__1_.pdf""]",tender-documents
GEM/2026/B/7424658,"[""1779275924444_UPS5KVA_5a6ce63e-5eae-4b23-99f41775636021440_dyslo.pdf"", ""1779275924476_GeM-Bidding-9201022__1_.pdf""]",tender-documents
GEM/2026/B/7425494,"[""1777882583980_GeM-Bidding-9201933__1_.pdf""]",tender-documents
GEM/2026/B/7426166,"[""1776146379263_GeM-Bidding-9202672.pdf""]",tender-documents
GEM/2026/B/7426610,"[""1779275754674_GeM-Bidding-9203168.pdf""]",tender-documents
GEM/2026/B/7427573,"[""1777267584416_ATCTECH_a64e0a03-ca53-466f-b0361775713558027_BKSin.pdf"", ""1777267584504_GeM-Bidding-9204237.pdf"", ""1777267584550_technical_2026-04-09-10-45-27_aa6eb2739294bfc61601.pdf""]",tender-documents
GEM/2026/B/7429562,"[""1775889606454_specs_2026-04-09-14-52-53_0c2ff09f8cc46befa1d400a2.pdf"", ""1775889606583_GeM-Bidding-9206391.pdf""]",tender-documents
GEM/2026/B/7430031,"[""1777967072015_GeM-Bidding-9206902.pdf"", ""1777967072043_ATC_29536119-3878-4e3e-a6881777874080902_DLOGOP_HA.pdf""]",tender-documents
GEM/2026/B/7430373,"[""1776320128176_GeM-Bidding-9207276__2_.pdf"", ""1776320128285_NIT_0ef37006-4ac9-4347-83191775736764285_buyer13_j.pdf"", ""1776320128747_Specification_Document.pdf""]",tender-documents
GEM/2026/B/7432021,"[""1775889927415_GeM-Bidding-9209112__1_.pdf""]",tender-documents
GEM/2026/B/7434019,"[""1781009352916_2___3_kva_online_ups_power_board_psdr_make_bpe__dc.pdf"", ""1781009352963_GeM-Bidding-9211278.pdf"", ""1781009353106_specified_9f31dc18-2015-487a-9cef1775822922524_CIB.pdf""]",tender-documents
GEM/2026/B/7434725,"[""1777623542170_1776194873.xlsx"", ""1777623542172_GeM-Bidding-9212063.pdf"", ""1777623542265_RAC_ATC1_ccfc81e5-05d3-43af-96b51776261836892_bhaw.pdf""]",tender-documents
GEM/2026/B/7436131,"[""1776062490235_GeM-Bidding-9213671.pdf""]",tender-documents
GEM/2026/B/7436283,"[""1777013671709_ATC_DOC_aeabe426-a48a-41ca-a4301776059466239_buyco.pdf"", ""1777013671856_GeM-Bidding-9213851.pdf""]",tender-documents
GEM/2026/B/7436380,"[""1776060966569_ts_final_2026-04-11-17-16-24_348ac8291dd03d0042cc1.pdf"", ""1776060966618_GeM-Bidding-9213955.pdf""]",tender-documents
GEM/2026/B/7436468,"[""1776149242832_ATC_391c2797-52b1-4d8f-99ee1775916331590_CITOSAC.pdf"", ""1776149243011_GeM-Bidding-9214055.pdf""]",tender-documents
GEM/2026/B/7436632,"[""1776409272545_spec_ups_7824c6eb-2c99-4b3f-b1f31776067448800_cdms.pdf"", ""1776409272584_GeM-Bidding-9214236.pdf""]",tender-documents
GEM/2026/B/7437056,"[""1776147980969_57-1_2026-04-12-22-35-11_65811eb5e0755cc668c7def02.pdf"", ""1776147981017_GeM-Bidding-9214696.pdf""]",tender-documents
GEM/2026/B/7437192,,tender-documents
GEM/2026/B/7437340,"[""1776233747032_GeM-Bidding-9215086.pdf""]",tender-documents
GEM/2026/B/7438498,"[""1776921438521_GeM-Bidding-9216437__2_.pdf""]",tender-documents
GEM/2026/B/7438925,"[""1776670795379_GeM-Bidding-9216907__1_.pdf""]",tender-documents
GEM/2026/B/7439031,"[""1776149342866_technical_specifications_2026-04-13-15-27-07_2b29b.pdf"", ""1776149343029_GeM-Bidding-9217025.pdf"", ""1777533700678_Tender_9c66af6f-45bc-4487-af951776077118891_GAIL-R.pdf""]",tender-documents
GEM/2026/B/7439409,"[""1776411451106_GeM-Bidding-9217448.pdf""]",tender-documents
GEM/2026/B/7439866,"[""1776233935676_soj_stc_2026-04-13-17-36-47_bea6e3ab831101e9d35170.pdf"", ""1776233935790_GeM-Bidding-9217961.pdf""]",tender-documents
GEM/2026/B/7439958,"[""1776753599501_GeM-Bidding-9218064__2_.pdf""]",tender-documents
GEM/2026/B/7441042,"[""1778222619470_GeM-Bidding-9219309.pdf""]",tender-documents
GEM/2026/B/7441445,"[""1776491569152_60-1_2026-04-13-14-10-34_8bffa0bfdf5cf73819bf873aa.pdf"", ""1776491569161_GeM-Bidding-9219782.pdf""]",tender-documents
GEM/2026/B/7441654,"[""1776673790658_GeM-Bidding-9220033.pdf""]",tender-documents
GEM/2026/B/7441820,"[""1776759098604_GeM-Bidding-9220214__3_.pdf""]",tender-documents
GEM/2026/B/7442393,"[""1777967525250_FORMAT_189f3087-f34f-42c4-82921776238637197_ssharm.docx"", ""1777967525252_GeM-Bidding-9220860.pdf""]",tender-documents
GEM/2026/B/7443256,"[""1776410529217_ATCforUPS_13f39a6b-7a5c-4184-a6431776249427599_776.docx"", ""1776410529218_GeM-Bidding-9221828.pdf""]",tender-documents
GEM/2026/B/7444640,"[""1780051910521_GeM-Bidding-9223375.pdf""]",tender-documents
GEM/2026/B/7444844,"[""1777102298567_technical_special_conditions_of_the_contract_2026-.pdf"", ""1777102298704_GeM-Bidding-9223613.pdf"", ""1777102298752_MERGE_a20b45ac-9ed8-4c7b-92cd1777028208110_buyer2_.docx"", ""1780041428292_ATCrev_89418335-df0d-49dc-93481778740827381_buyer2.pdf""]",tender-documents
GEM/2026/B/7445064,"[""1776408776076_spec_c5b494ec-e9e8-4dd9-af5c1776334492950_anspuser.pdf"", ""1776408776237_GeM-Bidding-9223869.pdf""]",tender-documents
GEM/2026/B/7445214,"[""1776673480201_GeM-Bidding-9224030.pdf""]",tender-documents
GEM/2026/B/7450913,"[""1776491990865_NITATC_2c5d6fe6-7a5d-4b7b-b1401776418794095_Pravee.pdf"", ""1776491990965_GeM-Bidding-9230251.pdf""]",tender-documents
GEM/2026/B/7451571,"[""1776750248644_GeM-Bidding-9230963__2_.pdf""]",tender-documents
GEM/2026/B/7453658,"[""1776760556053_1776658034__1_.pdf"", ""1776760556069_GeM-Bidding-9233320.pdf""]",tender-documents
GEM/2026/B/7454141,"[""1781351416839_rfp1_f8faa5b0-1062-4d99-a9b61781241976530_AHQSR321.pdf"", ""1781351416877_GeM-Bidding-9233870.pdf""]",tender-documents
GEM/2026/B/7455041,"[""1778496359504_GeM-Bidding-9234887.pdf""]",tender-documents
GEM/2026/B/7455929,"[""1776754015829_terms_and_cond_2026-04-20-09-39-12_06f408d634a0c13.pdf"", ""1776754015870_GeM-Bidding-9235881.pdf"", ""1776754015880_130_eg_82396-nato_battery-rev_2026-04-20-09-39-12_.pdf""]",tender-documents
GEM/2026/B/7456239,"[""1777705476576_1777529613__1_.pdf"", ""1777705476636_GeM-Bidding-9236267__1_.pdf""]",tender-documents
GEM/2026/B/7456433,"[""1776753665630_item_no_10_2026-04-20-11-18-55_a2ec8f2a325744cebe0.pdf"", ""1776753665664_GeM-Bidding-9236515.pdf""]",tender-documents
GEM/2026/B/7456652,"[""1776753879312_GeM-Bidding-9236768.pdf""]",tender-documents
GEM/2026/B/7456705,"[""1777376692982_Gem_Doc.pdf"", ""1777376693121_ITBGPCSPC_788af90a-95b1-4405-84e11776667093072_buy.pdf""]",tender-documents
GEM/2026/B/7456989,"[""1776925426817_GeM-Bidding-9237146.pdf""]",tender-documents
GEM/2026/B/7458234,"[""1778136771397_SPECS_20fbc55a-7102-489f-92a31776761116983_rksairc.pdf"", ""1778136771611_GeM-Bidding-9238525.pdf""]",tender-documents
GEM/2026/B/7458295,"[""1776841672780_GeM-Bidding-9238588__1_.pdf""]",tender-documents
GEM/2026/B/7459432,"[""1777272448996_1776861335.pdf"", ""1777272449051_1777100170.xlsx"", ""1777272449061_GeM-Bidding-9239888.pdf"", ""1777272449199_ITB2602_e8a554f8-d5d0-4f2d-81501777101134762_vishn.docx""]",tender-documents
GEM/2026/B/7460597,"[""1777014385422_tec-gr-pi-bat-001-04-jun-11_2026-03-08-02-45-14_e5.pdf"", ""1777014385548_GeM-Bidding-9241214.pdf"", ""1777274266714_TSB_83b4dc3b-9760-4b0b-bbd11776754701905_sailab_45.pdf""]",tender-documents
GEM/2026/B/7460642,"[""1776928813657_spec30kva_2026-04-21-12-16-39_d562c64877b0dfd514e9.pdf"", ""1776928813750_GeM-Bidding-9241260.pdf""]",tender-documents
GEM/2026/B/7460936,"[""1779271886794_atcups_3daa43da-9ca4-42cf-97881779092907320_LPO_33.docx"", ""1779271886799_GeM-Bidding-9241572.pdf""]",tender-documents
GEM/2026/B/7461802,"[""1777373208461_GeM-Bidding-9242522.pdf""]",tender-documents
GEM/2026/B/7461902,"[""1778300497563_catalogue_2026-04-21-15-30-53_bc8c5689b45532db1480.pdf"", ""1778300497732_GeM-Bidding-9242632.pdf"", ""1778300497797_TnC_e6af107a-9f87-4f51-b7471776766400248_vijayks_i.docx""]",tender-documents
GEM/2026/B/7463251,"[""1776926335907_atcups_2026-04-21-19-10-29_361a08b7f9c8ab8d8292104.pdf"", ""1776926340289_ATCUPS_13f5f6c5-ed39-4bc0-b9e51776779426913_ankitt.pdf"", ""1776926347525_GeM-Bidding-9244077.pdf"", ""1776926502084_BOQ_HPCL.pdf"", ""1777439848914_boq_item_sample_file_2026-04-21-19-10-29_8a1632196.xls""]",tender-documents
GEM/2026/B/7463649,"[""1776928057351_GeM-Bidding-9244538.pdf"", ""1777120296680_SOW_GTC_5eb8d002-b982-43ed-9eb11776833145666_chand.pdf"", ""1777120297320_tech_spec_2026-04-22-09-48-57_68d29d37f287e58fc7c6.pdf"", ""1777120297364_1776937102007_BOQ_152772.xls""]",tender-documents
GEM/2026/B/7464180,"[""1776928482100_tech_specifications_2026-04-22-11-16-38_2a8b19981c.pdf"", ""1776928482124_GeM-Bidding-9245124.pdf"", ""1777549953812_ATCUPS_ca2c2e83-28d6-4c6c-b7ac1776838613704_buycon.pdf""]",tender-documents
GEM/2026/B/7465407,"[""1777623938683_SCC_96cdfd90-0046-4be0-aa501777556029258_DYCPMSNT.pdf"", ""1777623938917_rdso_specification_with_boq_2026-04-22-13-56-07_71.pdf"", ""1777623939102_GeM-Bidding-9246444__1_.pdf""]",tender-documents
GEM/2026/B/7465731,"[""1778135805831_BUYBACK_d3778335-fb47-431a-98621776854135011_COTEL.pdf"", ""1778135805854_GeM-Bidding-9246806.pdf""]",tender-documents
GEM/2026/B/7466977,"[""1778314859427_GeM-Bidding-9248165__2_.pdf"", ""1778314859513_te_20_2026-04-22-17-49-41_72acc88875021b0e3d0f2b8c.pdf""]",tender-documents
GEM/2026/B/7468137,"[""1780730736023_item_-1_2026-04-23-11-09-19_3aef69b3c87b5a198a859e.pdf"", ""1780730736056_GeM-Bidding-9249463__1_.pdf""]",tender-documents
GEM/2026/B/7468640,"[""1777878859228_ATC_IB_7afd3e0c-2406-4c11-bd831777541746216_ZO_MUZ.pdf"", ""1777878859387_GeM-Bidding-9250013.pdf""]",tender-documents
GEM/2026/B/7469162,"[""1777014178811_GeM-Bidding-9250583.pdf""]",tender-documents
GEM/2026/B/7471251,"[""1777705627027_Invert_d7a307ca-81fc-4da2-96bf1776958064992_onkars.pdf"", ""1777705627052_GeM-Bidding-9252853.pdf""]",tender-documents
GEM/2026/B/7472686,"[""1777708304665_GeM-Bidding-9254431.pdf""]",tender-documents
GEM/2026/B/7473248,"[""1777101330447_GeM-Bidding-9255027.pdf""]",tender-documents
GEM/2026/B/7473486,"[""1777286432245_GeM-Bidding-9255294.pdf""]",tender-documents
GEM/2026/B/7474271,"[""1777100506073_spec_36e1e0b2-d33f-45d3-9b1d1777028143063_gsdgem.pdf"", ""1777100506109_GeM-Bidding-9256163.pdf""]",tender-documents
GEM/2026/B/7475074,"[""1777879488830_ATC1_563aacf9-1435-414c-b4a41777104183599_mjb00011.pdf"", ""1777879488854_item_specification_line_item_20_2026-04-24-17-58-2.pdf"", ""1777879488872_GeM-Bidding-9257039.pdf""]",tender-documents
GEM/2026/B/7476165,"[""1777356586257_technical_specifications_2026-04-25-11-39-30_e48aa.pdf"", ""1777356586290_GeM-Bidding-9258280__1_.pdf""]",tender-documents
GEM/2026/B/7476234,"[""1777272883393_1777098923.pdf"", ""1777272883422_1777098868.pdf"", ""1777272883427_1777099273.xlsx"", ""1777272883428_GeM-Bidding-9258357.pdf"", ""1777272883453_1777099349.pdf""]",tender-documents
GEM/2026/B/7476722,"[""1778486084415_tech_spec_trg_lab_2026-04-25-13-45-00_46bfa8005cd1.pdf"", ""1778486084592_GeM-Bidding-9258904.pdf""]",tender-documents
GEM/2026/B/7477054,"[""1777355136561_GeM-Bidding-9259271.pdf""]",tender-documents
GEM/2026/B/7477130,"[""1777876148175_atcbtchgr_2026-04-25-15-50-28_2849b5cfa419f3dd8345.pdf"", ""1777876148543_GeM-Bidding-9259349.pdf"", ""1777876148580_ATCBtChgr_13e7e6c9-48f6-410f-bd1c1777114087432_buy.pdf""]",tender-documents
GEM/2026/B/7477162,"[""1778136081592_GeM-Bidding-9259385__1_.pdf""]",tender-documents
GEM/2026/B/7477976,"[""1777269697696_qc_batttery_hbl_2026-04-26-14-36-32_3df904099d0e52.pdf"", ""1777269697743_GeM-Bidding-9260311.pdf"", ""1777702237795_QCGTC_866efb31-a7e9-4822-b8261777195997059_ymr_bem.pdf""]",tender-documents
GEM/2026/B/7478221,"[""1779275269394_ni-cd-3-22_2026-04-27-08-54-23_3a1066ed397bab384b0.pdf"", ""1779275269409_GeM-Bidding-9260610__1_.pdf""]",tender-documents
GEM/2026/B/7478373,"[""1777448695388_ups_spc_9dc88797-5d32-4f2b-b2ca1777358070656_srkha.pdf"", ""1777448695401_GeM-Bidding-9260830.pdf""]",tender-documents
GEM/2026/B/7479802,"[""1777719634582_1777534779918_technical_specs_for_1kva-latest_2026.pdf"", ""1777719634585_1777534779923_GeM-Bidding-9262499.pdf"", ""1777719634594_ATC_e070b6a1-4da9-457e-b0da1777431368432_Sukla_123.pdf""]",tender-documents
GEM/2026/B/7480180,"[""1777357201338_1169_UPS_7486072c-f969-4312-90fd1777289662208_ansp.pdf"", ""1777357201810_GeM-Bidding-9262934.pdf""]",tender-documents
GEM/2026/B/7480475,"[""1777708444814_GeM-Bidding-9263266.pdf""]",tender-documents
GEM/2026/B/7481188,"[""1778157057594_SOW_cf0e68ba-5173-4d03-a38c1777372221999_DYPM_S_AN.pdf"", ""1778157057881_GeM-Bidding-9264051__1_.pdf""]",tender-documents
GEM/2026/B/7481582,"[""1777356706523_ATC_e2058129-f363-4cc8-be071777294592010_buyer1_pv.pdf"", ""1777356706590_GeM-Bidding-9264491.pdf""]",tender-documents
GEM/2026/B/7481630,"[""1777887855560_GeM-Bidding-9264546__2_.pdf""]",tender-documents
GEM/2026/B/7482439,"[""1778916647938_1777521636.pdf"", ""1778916647959_GeM-Bidding-9265476.pdf""]",tender-documents
GEM/2026/B/7483544,"[""1778224618454_GeM-Bidding-9266670.pdf"", ""1778224618496_1777361241.pdf"", ""1778224618622_ts_2026-04-28-12-52-43_f4685bacbbc9da4a36d177e9d16.pdf""]",tender-documents
GEM/2026/B/7484559,"[""1778652308958_ATC1586_6d53748d-aa50-47a1-87501777379142990_nrtcc.pdf"", ""1778652309159_GeM-Bidding-9267800.pdf""]",tender-documents
GEM/2026/B/7485115,"[""1777445061256_GeM-Bidding-9268402__1_.pdf"", ""1777445061305_ProformaUT_e03e8c6b-e503-4017-926b1777377647667_bu.pdf""]",tender-documents
GEM/2026/B/7485306,"[""1777448444781_GeM-Bidding-9268606.pdf"", ""1777448445043_terms_eedfc221-5c6c-43e6-b6291777379543952_AAO1_LI.pdf""]",tender-documents
GEM/2026/B/7485636,"[""1777448599209_GeM-Bidding-9268967.pdf"", ""1777448599391_3Terms_40414b32-c71b-4eae-a7a41777382078825_AAO1_L.pdf""]",tender-documents
GEM/2026/B/7485717,"[""1777964554968_ATC_7c7a2ee3-fbb6-4d63-86d51777906483790_sanhar_14.pdf"", ""1777964554993_GeM-Bidding-9269053.pdf""]",tender-documents
GEM/2026/B/7486750,"[""1778574578655_GeM-Bidding-9270190__4_.pdf""]",tender-documents
GEM/2026/B/7487735,"[""1777534403263_GeM-Bidding-9271284.pdf""]",tender-documents
GEM/2026/B/7488470,"[""1777531329267_1777462149__1_.pdf"", ""1777531329500_GeM-Bidding-9272095.pdf""]",tender-documents
GEM/2026/B/7488600,"[""1777531455255_Biddoc_c9570324-fda7-4eef-ad1b1777463896654_arundh.pdf"", ""1777531455288_GeM-Bidding-9272240.pdf""]",tender-documents
GEM/2026/B/7488729,"[""1778238135389_GeM-Bidding-9272384__3_.pdf""]",tender-documents
